	tweet	user	user_statuses_count	user_followers	user_verified	fav_count	rt_count	date
167	"This is hilarious @vladtenev saying @RobinhoodApp pulling credit lines was a ""proactive measure"" - yeah, companies routinely pull down 100s of millions of dollars ""proactively"""	Groover Johnson	7249	290	False	0	0	2021-01-28 23:59:10
168	You know how I can tell @vladtenev's lying? His lips are moving. https://t.co/ofgo36xlIQ	with 2021 powered on, begin dismantling 2020.	19642	4886	False	1	0	2021-01-28 23:59:10
169	@vladtenev no you dont, not anymore	fougerophile #E3MvCom	21597	107	False	0	0	2021-01-28 23:59:09
170	@vladtenev @AndrewSorkin Please call him on this BS. They should have been in FRONT of this not at the point where retail investors were forcing Hedge funds to cover calls. If this was a compliance problem it should have been noticed far earlier. https://t.co/16h7vG8mgA	BeachBum	9198	1445	False	0	0	2021-01-28 23:59:08
171	@vladtenev Thanks for making me finally kick this shitcan of a brokerage now that all the real brokerages offer similar pricing options. I’ll be transferring out immediately. Good riddance. You picked the literal worst day to do what you did.	Drew	1606	79	False	190	5	2021-01-28 23:59:08
172	Portrait of @vladtenev https://t.co/g51h4xe0NZ	4rilla	8018	447	False	0	0	2021-01-28 23:59:08
173	@vladtenev That was three lamest interview I ever heard.  I think you said Um Uh 1000 times.  Nice work by @andrewrsorkin and @cnbc though.	Hal Bundy	21737	102	False	4	0	2021-01-28 23:59:08
174	"@vladtenev says Robinhood made the right decision by screwing over their retail customers...

#GME 
#gamestonk 
#Gamestop
#AMC"	WALLSTREETBETS 101	4483	40	False	0	0	2021-01-28 23:59:08
175	"This criminal @vladtenev just implicated him on live television If Anyone Needs this as evidence for their lawsuit DM Me! 

#DeleteRobinhood Robinhood 

@RobinhoodApp Wall Street RT https://t.co/oP2xSZ3nzF"	Joey 🇺🇸	16360	1863	False	1	0	2021-01-28 23:59:08
176	@vladtenev Hope you go bust 🤣🤣	Mark	8	0	False	0	0	2021-01-28 23:59:08
177	@vladtenev - You didn't have enough money to to cover people's $5 NOK trades? Sadge	Reno Mac Dre	456	8	False	0	0	2021-01-28 23:59:08
178	@vladtenev The people want transparency even if it means incriminating yourself. Stop with these bullshit cookie cutter responses and just be real.	Yg_Dro	2571	116	False	0	0	2021-01-28 23:59:08
179	"RT @stocktalkweekly: .@RobinhoodApp CEO @vladtenev on @CNBC 

""We did not do this at the direction of any market maker or hedge fund... We…"	Hinkish	45	4	False	0	21	2021-01-28 23:59:07
180	"RT @stocktalkweekly: .@RobinhoodApp CEO @vladtenev on @CNBC 

""We did not do this at the direction of any market maker or hedge fund... We…"	Mark Baum	135	10	False	0	21	2021-01-28 23:59:07
181	@stocktalkweekly @RobinhoodApp @vladtenev @CNBC Fake news	LilBigGuy	353	6	False	1	0	2021-01-28 23:59:07
182	@stocktalkweekly @RobinhoodApp @vladtenev @CNBC Burn it down	Buy Bitcoin	473	141	False	1	0	2021-01-28 23:59:06
183	@CNBCFastMoney Citadel called @vladtenev and asked for a day to let their hedge fund partners to cover. Let’s be real. #manipulation #wallstreetbets	Kassan Warrad	1074	114	False	0	0	2021-01-28 23:59:06
184	@vladtenev Closing my account. ✌🏻	Seth	1159	51	False	1	0	2021-01-28 23:59:06
185	RT @khanu007: @vladtenev @RobinhoodApp I made 500k on $DOGE today so I'll give away 500$ to someone who follows and retweets	showme12	252	58	False	0	225	2021-01-28 23:59:06
186	@vladtenev Hey, how about you go fuck yourself. Don’t give us the BS PR deescalation crap. You fucked regular people today to keep rich people rich. That’s it.	Omar Sanchez	54	3	False	0	0	2021-01-28 23:59:05
187	@CNBC mention #Citadel to @vladtenev !!!!!! Make him answer the questions about Citadel and say publicly they never had any influence.	TreyHHF1	128	7	False	0	0	2021-01-28 23:59:05
188	@vladtenev This interview is a complete crock of bullshit. You could of single handedly taken down Peter La Fleur and Joes Gym in the dodgeball tournament with your sketchy answers. Everything you said was an absolute fucking lie....	Kyle Dickey	2	1	False	0	0	2021-01-28 23:59:05
189	"“ah, um, ah, um...clorox, hand sanitizer, oh, um, ah....i, i, i....” 

STFU @vladtenev"	Manal	3134	2811	False	208	35	2021-01-28 23:59:05
190	@yashar @vladtenev Is Clorox still a thing?	Ace Ventura	25510	87	False	1	0	2021-01-28 23:59:05
191	RT @KarlSmithCFA: ANSWER THE QUESTION @vladtenev	BraveHeart	3337	157	False	0	22	2021-01-28 23:59:04
192	RT @_WinDiesel: Nothing hurts worse than being called a loser. @vladtenev is a LOSER. Retweet this so he knows. $GME $AMC	Amber	21766	337	False	0	1	2021-01-28 23:59:04
193	@vladtenev @RobinhoodApp Too little too late. Let the Class Action Lawsuits commence! So disappointed in @RobinhoodApp and @WebullGlobal snd will be closing out those accounts. You guys really screwed yourselves screwing us. Perhaps your Hedge Fund pals will use your platform 🤣 https://t.co/axEyOqIrTu	Futurista👁	162	37	False	0	0	2021-01-28 23:59:04
194	"3. Robinhood CEO @vladtenev keeps noting that the app is #1 on the app store. ""We've never been #1 in the app store,"" he just added. 

This is not what I'd be touting right now!"	Yashar Ali 🐘	195732	751583	True	1582	74	2021-01-28 23:59:04
195	@vladtenev @RobinhoodApp You have now put your life in danger.  Run and hide.	The Raging Lycan	217	11	False	0	0	2021-01-28 23:59:04
196	RT @alexis_atnight: @Freethoughtkaty @vladtenev They both use the same clearing house. You might want to try someone else, like Ameritrade…	s0mdork	23621	307	False	0	3	2021-01-28 23:59:03
197	"""Access is our #1 priority"" 

Then why did you stop trading on the stocks that had momentum and that people literally wanted access to? 

  @vladtenev"	CJRyzer	3603	83	False	0	0	2021-01-28 23:59:03
198	@vladtenev  you need to go public now before you mess up what you built dogg	Keymone	8237	265	False	0	0	2021-01-28 23:59:03
199	"RT @PeterMcCormack: Hey @vladtenev,

We see that you have removed $GME from Robinhood. I thought you were democratising investing?

Bending…"	Matt Steele	7316	108	False	0	245	2021-01-28 23:59:03
