	tweet	user	user_statuses_count	user_followers	user_verified	fav_count	rt_count	date
175	@Kys_mommy14 These people are too proud...	Judee	59553	825	False	0	0	2021-02-02 17:26:56
176	INDIAN MEN KYS SHES NOT EVEN FROM OUR COUNTRY AND YET SHES TALKING ABOUT IT https://t.co/rr9XguviuJ	콥잉	125392	2527	False	8	0	2021-02-02 17:26:50
177	WHY DO I SAY KYS AND KMS SO MUCH IT IS HURTING MY LIFE I DONT MEAN IT ITS JUST PART OF MY CHARACTER DIALOGUE I DONT MEAN IT!!!!!!!!!!!!	🗯	1906	24	False	2	0	2021-02-02 17:25:32
178	"RT @anushkasaurus: Girls who do only fans: great 💅🏼💁🏼‍♀️
Girls who don’t do only fans: great 💅🏼💁🏼‍♀️

But girls who make fun of girls doing…"	ruby ruby ruby	11896	268	False	0	14	2021-02-02 17:23:52
179	7th grader is professing her love for me in the chat while her friends tell her to kys suddenly im a boomer and idk how to read the chat! what chat? https://t.co/fhmKNZDFMA	the world ends with lu	3529	64	False	2	0	2021-02-02 17:22:37
180	RT @coreywolfen: Camera + the photos https://t.co/UTCJradkiD	ยัยจี๊ดดด ♡´･ᴗ･`♡	278958	284	False	0	9719	2021-02-02 17:20:54
181	@AbdullahAmeraAA @LikeStojakovic @BleacherReport Pls kys	dervoncito👾🔆	894	46	False	1	0	2021-02-02 17:16:57
182	If i see one more ChOcKy MiLk tiktok😐 Like kys then the pain will go away corny fuck😑	HitMySlips	28	35	False	0	0	2021-02-02 17:15:08
183	"RT @beaaa_28: ARLETA AND BRANFORD AREA 
if anyone has seen my dog, she got out today in the morning. Her name is dior and she is friendly.…"	lupeter🎈	81	50	False	0	473	2021-02-02 17:14:53
184	You ever wanna just kys out of tiredness?	ً	4481	9	False	0	0	2021-02-02 17:14:51
185	what does kys mean lads	Big Man	1090	70	False	0	0	2021-02-02 17:14:20
186	@Joggechan NOOO DONT KYS	Godgutten 🐻🇳🇴	1003	168	False	3	0	2021-02-02 17:12:25
187	@wheeinmple @kys_oursnshine spill the tea ahre	anto • rosé solo	71213	2725	False	0	0	2021-02-02 17:11:33
188	"tw // sexual assault

????????? but if i say kys suddenly im the bad guy... https://t.co/Cm1Wl1oB2P"	fifi still waiting on haseul 😪 | wv spoilers	2379	106	False	1	0	2021-02-02 17:10:06
189	Doesn’t matter if you’re a friend, mutual etc. I don’t give a shit I can’t stand that kind of idiotic behavior. You shouldn’t tell someone to ‘KYS‘ you know how fucking wrong that is what if they do it in the end. YOU ARE the one to blame because you told the person to.Fucktards.	𝐔𝐍𝐊𝐍𝐎𝐖𝐍.| SADISTIC HEADSPACE.	3107	426	False	4	0	2021-02-02 17:08:45
190	ARE YOU FUCKING DUMB PLEASE KYS https://t.co/QYa8dOXf9r	سدرہ⁷✜	57007	972	False	0	0	2021-02-02 17:07:13
191	RT @mrsaltlovesu: if you have ever said boys will be boys unironically kys	cassie misses wilbur	753	55	False	0	1	2021-02-02 17:06:29
192	my pet peeve is asking me multiple fucking questions in a row and ill 100% say yes or no and nothing else like . kys	🔥🔥🔥	1124	234	False	0	0	2021-02-02 17:06:02
193	@V4MPlREKOO But if i tell u to kys ima b wrong😕	AJ | waiting for vlogcas📹	22256	540	False	0	0	2021-02-02 17:04:59
194	@Dohkyvnqsoo Now if i tell you to kys....	MISHA RUINED MY LIFE火花	8764	285	False	0	0	2021-02-02 17:04:01
195	Stfu go kys https://t.co/Ov8f9uIyuh	eattherich 🔪🩸🧽🍍	26788	342	False	10	0	2021-02-02 17:03:20
196	RT @guzmangrime: skilli lef all di way from st thomas guh clarendon guh shoot video inna di people dem plane? what a man like dis fada	iamAIRWRECKA. ☺️	72243	1283	False	0	37	2021-02-02 17:01:54
197	@KyleTreats @johnants2 @NamedMeme @EASPORTSCollege You can’t tell people to kys	Quintus Newyearius	2835	439	False	0	0	2021-02-02 17:00:55
198	@jacquemus_baes kys pt. 2	gracie	5042	3384	False	0	0	2021-02-02 17:00:14
199	@SonneSummer @PS5Updates Remember Xbox has Zero Games for there new Console Launch, i mean how pathetic can someone like you be??, while I'm playing my games on PS5???, are you that sad and pathetic???, i can tell you have no friends and are worthless to society!!!, KYS	Taylor	119	6	False	0	0	2021-02-02 17:00:07
